x,y,error
0.393939,0.050505,-0.086083
0.404040,0.050505,-0.088277
0.414141,0.050505,-0.090467
0.424242,0.050505,-0.092649
0.434343,0.050505,-0.094826
0.444444,0.050505,-0.096994
0.454545,0.050505,-0.099154
0.464646,0.050505,-0.101305
0.474747,0.050505,-0.103446
0.484848,0.050505,-0.105575
0.494949,0.050505,-0.107693
0.505051,0.050505,-0.109797
0.515152,0.050505,-0.111887
0.525253,0.050505,-0.113961
0.535354,0.050505,-0.116019
0.545455,0.050505,-0.118059
0.555556,0.050505,-0.120080
0.565657,0.050505,-0.122080
0.575758,0.050505,-0.124059
0.585859,0.050505,-0.126013
0.595960,0.050505,-0.127943
0.606061,0.050505,-0.129846
0.616162,0.050505,-0.131721
0.626263,0.050505,-0.133566
0.636364,0.050505,-0.135379
0.646465,0.050505,-0.137159
0.656566,0.050505,-0.138903
0.666667,0.050505,-0.140609
0.676768,0.050505,-0.142276
0.686869,0.050505,-0.143901
0.696970,0.050505,-0.145482
0.707071,0.050505,-0.147017
0.717172,0.050505,-0.148503
0.727273,0.050505,-0.149939
0.737374,0.050505,-0.151320
0.747475,0.050505,-0.152646
0.757576,0.050505,-0.153912
0.767677,0.050505,-0.155118
0.777778,0.050505,-0.156258
0.787879,0.050505,-0.157331
0.797980,0.050505,-0.158334
0.808081,0.050505,-0.159263
0.818182,0.050505,-0.160115
0.828283,0.050505,-0.160887
0.838384,0.050505,-0.161576
0.848485,0.050505,-0.162178
0.858586,0.050505,-0.162688
0.868687,0.050505,-0.163105
0.878788,0.050505,-0.163423
0.888889,0.050505,-0.163638
0.898990,0.050505,-0.163747
0.909091,0.050505,-0.163746
0.919192,0.050505,-0.163630
0.929293,0.050505,-0.163394
0.939394,0.050505,-0.163035
0.949495,0.050505,-0.162547
0.959596,0.050505,-0.161925
0.969697,0.050505,-0.161165
0.979798,0.050505,-0.160261
0.989899,0.050505,-0.159208
1.000000,0.050505,-0.158001
0.000000,0.060606,0.000000
0.010101,0.060606,-0.002632
0.020202,0.060606,-0.005264
0.030303,0.060606,-0.007897
0.040404,0.060606,-0.010530
0.050505,0.060606,-0.013164
0.060606,0.060606,-0.015798
0.070707,0.060606,-0.018433
0.080808,0.060606,-0.021070
0.090909,0.060606,-0.023707
0.101010,0.060606,-0.026346
0.111111,0.060606,-0.028986
0.121212,0.060606,-0.031627
0.131313,0.060606,-0.034270
0.141414,0.060606,-0.036915
0.151515,0.060606,-0.039561
0.161616,0.060606,-0.042209
0.171717,0.060606,-0.044858
0.181818,0.060606,-0.047510
0.191919,0.060606,-0.050162
0.202020,0.060606,-0.052817
0.212121,0.060606,-0.055473
0.222222,0.060606,-0.058130
0.232323,0.060606,-0.060788
0.242424,0.060606,-0.063448
0.252525,0.060606,-0.066109
0.262626,0.060606,-0.068770
0.272727,0.060606,-0.071432
0.282828,0.060606,-0.074094
0.292929,0.060606,-0.076757
0.303030,0.060606,-0.079418
0.313131,0.060606,-0.082079
0.323232,0.060606,-0.084739
0.333333,0.060606,-0.087398
0.343434,0.060606,-0.090054
0.353535,0.060606,-0.092708
0.363636,0.060606,-0.095358
0.373737,0.060606,-0.098005
0.383838,0.060606,-0.100647
0.393939,0.060606,-0.103285
0.404040,0.060606,-0.105916
0.414141,0.060606,-0.108541
0.424242,0.060606,-0.111159
0.434343,0.060606,-0.113768
0.444444,0.060606,-0.116368
0.454545,0.060606,-0.118958
0.464646,0.060606,-0.121536
0.474747,0.060606,-0.124103
0.484848,0.060606,-0.126656
0.494949,0.060606,-0.129194
0.505051,0.060606,-0.131716
0.515152,0.060606,-0.134221
0.525253,0.060606,-0.136707
0.535354,0.060606,-0.139173
0.545455,0.060606,-0.141618
0.555556,0.060606,-0.144039
0.565657,0.060606,-0.146436
0.575758,0.060606,-0.148806
0.585859,0.060606,-0.151148
0.595960,0.060606,-0.153459
0.606061,0.060606,-0.155739
0.616162,0.060606,-0.157985
0.626263,0.060606,-0.160194
0.636364,0.060606,-0.162365
0.646465,0.060606,-0.164496
0.656566,0.060606,-0.166584
0.666667,0.060606,-0.168626
0.676768,0.060606,-0.170621
0.686869,0.060606,-0.172566
0.696970,0.060606,-0.174458
0.707071,0.060606,-0.176294
0.717172,0.060606,-0.178072
0.727273,0.060606,-0.179788
0.737374,0.060606,-0.181440
0.747475,0.060606,-0.183024
0.757576,0.060606,-0.184538
0.767677,0.060606,-0.185977
0.777778,0.060606,-0.187339
0.787879,0.060606,-0.188620
0.797980,0.060606,-0.189817
0.808081,0.060606,-0.190925
0.818182,0.060606,-0.191940
0.828283,0.060606,-0.192859
0.838384,0.060606,-0.193678
0.848485,0.060606,-0.194392
0.858586,0.060606,-0.194997
0.868687,0.060606,-0.195489
0.878788,0.060606,-0.195862
0.888889,0.060606,-0.196113
0.898990,0.060606,-0.196236
0.909091,0.060606,-0.196226
0.919192,0.060606,-0.196078
0.929293,0.060606,-0.195786
0.939394,0.060606,-0.195346
0.949495,0.060606,-0.194751
0.959596,0.060606,-0.193996
0.969697,0.060606,-0.193075
0.979798,0.060606,-0.191981
0.989899,0.060606,-0.190709
1.000000,0.060606,-0.189251
0.000000,0.070707,0.000000
0.010101,0.070707,-0.003071
0.020202,0.070707,-0.006143
0.030303,0.070707,-0.009214
0.040404,0.070707,-0.012287
0.050505,0.070707,-0.015359
0.060606,0.070707,-0.018433
0.070707,0.070707,-0.021508
0.080808,0.070707,-0.024584
0.090909,0.070707,-0.027661
0.101010,0.070707,-0.030740
0.111111,0.070707,-0.033820
0.121212,0.070707,-0.036902
0.131313,0.070707,-0.039986
0.141414,0.070707,-0.043071
0.151515,0.070707,-0.046158
0.161616,0.070707,-0.049248
0.171717,0.070707,-0.052339
0.181818,0.070707,-0.055431
0.191919,0.070707,-0.058526
0.202020,0.070707,-0.061623
0.212121,0.070707,-0.064721
0.222222,0.070707,-0.067820
0.232323,0.070707,-0.070922
0.242424,0.070707,-0.074024
0.252525,0.070707,-0.077127
0.262626,0.070707,-0.080232
0.272727,0.070707,-0.083336
0.282828,0.070707,-0.086441
0.292929,0.070707,-0.089546
0.303030,0.070707,-0.092650
0.313131,0.070707,-0.095754
0.323232,0.070707,-0.098855
0.333333,0.070707,-0.101955
0.343434,0.070707,-0.105052
0.353535,0.070707,-0.108147
0.363636,0.070707,-0.111237
0.373737,0.070707,-0.114323
0.383838,0.070707,-0.117404
0.393939,0.070707,-0.120478
0.404040,0.070707,-0.123546
0.414141,0.070707,-0.126606
0.424242,0.070707,-0.129657
0.434343,0.070707,-0.132698
0.444444,0.070707,-0.135728
0.454545,0.070707,-0.138747
0.464646,0.070707,-0.141752
0.474747,0.070707,-0.144742
0.484848,0.070707,-0.147717
0.494949,0.070707,-0.150674
0.505051,0.070707,-0.153613
0.515152,0.070707,-0.156531
0.525253,0.070707,-0.159427
0.535354,0.070707,-0.162300
0.545455,0.070707,-0.165147
0.555556,0.070707,-0.167967
0.565657,0.070707,-0.170758
0.575758,0.070707,-0.173518
0.585859,0.070707,-0.176245
0.595960,0.070707,-0.178936
0.606061,0.070707,-0.181590
0.616162,0.070707,-0.184204
0.626263,0.070707,-0.186775
0.636364,0.070707,-0.189302
0.646465,0.070707,-0.191781
0.656566,0.070707,-0.194210
0.666667,0.070707,-0.196586
0.676768,0.070707,-0.198907
0.686869,0.070707,-0.201168
0.696970,0.070707,-0.203368
0.707071,0.070707,-0.205502
0.717172,0.070707,-0.207568
0.727273,0.070707,-0.209562
0.737374,0.070707,-0.211481
0.747475,0.070707,-0.213321
0.757576,0.070707,-0.215078
0.767677,0.070707,-0.216748
0.777778,0.070707,-0.218328
0.787879,0.070707,-0.219813
0.797980,0.070707,-0.221199
0.808081,0.070707,-0.222482
0.818182,0.070707,-0.223657
0.828283,0.070707,-0.224719
0.838384,0.070707,-0.225664
0.848485,0.070707,-0.226486
0.858586,0.070707,-0.227181
0.868687,0.070707,-0.227744
0.878788,0.070707,-0.228169
0.888889,0.070707,-0.228450
0.898990,0.070707,-0.228582
0.909091,0.070707,-0.228558
0.919192,0.070707,-0.228374
0.929293,0.070707,-0.228022
0.939394,0.070707,-0.227496
0.949495,0.070707,-0.226790
0.959596,0.070707,-0.225897
0.969697,0.070707,-0.224810
0.979798,0.070707,-0.223521
0.989899,0.070707,-0.222024
1.000000,0.070707,-0.220311
0.000000,0.080808,0.000000
0.010101,0.080808,-0.003510
0.020202,0.080808,-0.007021
0.030303,0.080808,-0.010532
0.040404,0.080808,-0.014044
0.050505,0.080808,-0.017556
0.060606,0.080808,-0.021070
0.070707,0.080808,-0.024584
0.080808,0.080808,-0.028100
0.090909,0.080808,-0.031617
0.101010,0.080808,-0.035136
0.111111,0.080808,-0.038656
0.121212,0.080808,-0.042179
0.131313,0.080808,-0.045703
0.141414,0.080808,-0.049229
0.151515,0.080808,-0.052758
0.161616,0.080808,-0.056288
0.171717,0.080808,-0.059820
0.181818,0.080808,-0.063355
0.191919,0.080808,-0.066891
0.202020,0.080808,-0.070430
0.212121,0.080808,-0.073970
0.222222,0.080808,-0.077512
0.232323,0.080808,-0.081055
0.242424,0.080808,-0.084600
0.252525,0.080808,-0.088146
0.262626,0.080808,-0.091693
0.272727,0.080808,-0.095240
0.282828,0.080808,-0.098787
0.292929,0.080808,-0.102334
0.303030,0.080808,-0.105880
0.313131,0.080808,-0.109425
0.323232,0.080808,-0.112968
0.333333,0.080808,-0.116508
0.343434,0.080808,-0.120046
0.353535,0.080808,-0.123580
0.363636,0.080808,-0.127109
0.373737,0.080808,-0.130633
0.383838,0.080808,-0.134151
0.393939,0.080808,-0.137662
0.404040,0.080808,-0.141165
0.414141,0.080808,-0.144658
0.424242,0.080808,-0.148142
0.434343,0.080808,-0.151614
0.444444,0.080808,-0.155073
0.454545,0.080808,-0.158518
0.464646,0.080808,-0.161948
0.474747,0.080808,-0.165361
0.484848,0.080808,-0.168756
0.494949,0.080808,-0.172130
0.505051,0.080808,-0.175483
0.515152,0.080808,-0.178813
0.525253,0.080808,-0.182117
0.535354,0.080808,-0.185394
0.545455,0.080808,-0.188642
0.555556,0.080808,-0.191859
0.565657,0.080808,-0.195042
0.575758,0.080808,-0.198189
0.585859,0.080808,-0.201298
0.595960,0.080808,-0.204367
0.606061,0.080808,-0.207392
0.616162,0.080808,-0.210371
0.626263,0.080808,-0.213302
0.636364,0.080808,-0.216181
0.646465,0.080808,-0.219006
0.656566,0.080808,-0.221773
0.666667,0.080808,-0.224479
0.676768,0.080808,-0.227122
0.686869,0.080808,-0.229696
0.696970,0.080808,-0.232200
0.707071,0.080808,-0.234629
0.717172,0.080808,-0.236980
0.727273,0.080808,-0.239248
0.737374,0.080808,-0.241430
0.747475,0.080808,-0.243521
0.757576,0.080808,-0.245518
0.767677,0.080808,-0.247415
0.777778,0.080808,-0.249208
0.787879,0.080808,-0.250893
0.797980,0.080808,-0.252465
