x,y,error
0.303030,0.202020,-0.264241
0.313131,0.202020,-0.273003
0.323232,0.202020,-0.281752
0.333333,0.202020,-0.290487
0.343434,0.202020,-0.299205
0.353535,0.202020,-0.307905
0.363636,0.202020,-0.316585
0.373737,0.202020,-0.325242
0.383838,0.202020,-0.333874
0.393939,0.202020,-0.342478
0.404040,0.202020,-0.351052
0.414141,0.202020,-0.359593
0.424242,0.202020,-0.368097
0.434343,0.202020,-0.376562
0.444444,0.202020,-0.384985
0.454545,0.202020,-0.393361
0.464646,0.202020,-0.401688
0.474747,0.202020,-0.409961
0.484848,0.202020,-0.418176
0.494949,0.202020,-0.426329
0.505051,0.202020,-0.434416
0.515152,0.202020,-0.442432
0.525253,0.202020,-0.450373
0.535354,0.202020,-0.458233
0.545455,0.202020,-0.466007
0.555556,0.202020,-0.473689
0.565657,0.202020,-0.481275
0.575758,0.202020,-0.488758
0.585859,0.202020,-0.496132
0.595960,0.202020,-0.503391
0.606061,0.202020,-0.510528
0.616162,0.202020,-0.517537
0.626263,0.202020,-0.524411
0.636364,0.202020,-0.531141
0.646465,0.202020,-0.537722
0.656566,0.202020,-0.544145
0.666667,0.202020,-0.550401
0.676768,0.202020,-0.556484
0.686869,0.202020,-0.562383
0.696970,0.202020,-0.568091
0.707071,0.202020,-0.573598
0.717172,0.202020,-0.578895
0.727273,0.202020,-0.583972
0.737374,0.202020,-0.588818
0.747475,0.202020,-0.593425
0.757576,0.202020,-0.597780
0.767677,0.202020,-0.601873
0.777778,0.202020,-0.605693
0.787879,0.202020,-0.609227
0.797980,0.202020,-0.612465
0.808081,0.202020,-0.615393
0.818182,0.202020,-0.617999
0.828283,0.202020,-0.620270
0.838384,0.202020,-0.622192
0.848485,0.202020,-0.623752
0.858586,0.202020,-0.624935
0.868687,0.202020,-0.625726
0.878788,0.202020,-0.626111
0.888889,0.202020,-0.626073
0.898990,0.202020,-0.625598
0.909091,0.202020,-0.624668
0.919192,0.202020,-0.623267
0.929293,0.202020,-0.621377
0.939394,0.202020,-0.618981
0.949495,0.202020,-0.616061
0.959596,0.202020,-0.612596
0.969697,0.202020,-0.608569
0.979798,0.202020,-0.603959
0.989899,0.202020,-0.598745
1.000000,0.202020,-0.592908
0.000000,0.212121,0.000000
0.010101,0.212121,-0.009244
0.020202,0.212121,-0.018489
0.030303,0.212121,-0.027734
0.040404,0.212121,-0.036979
0.050505,0.212121,-0.046225
0.060606,0.212121,-0.055473
0.070707,0.212121,-0.064721
0.080808,0.212121,-0.073970
0.090909,0.212121,-0.083221
0.101010,0.212121,-0.092472
0.111111,0.212121,-0.101725
0.121212,0.212121,-0.110980
0.131313,0.212121,-0.120235
0.141414,0.212121,-0.129492
0.151515,0.212121,-0.138749
0.161616,0.212121,-0.148007
0.171717,0.212121,-0.157266
0.181818,0.212121,-0.166524
0.191919,0.212121,-0.175782
0.202020,0.212121,-0.185039
0.212121,0.212121,-0.194294
0.222222,0.212121,-0.203547
0.232323,0.212121,-0.212797
0.242424,0.212121,-0.222043
0.252525,0.212121,-0.231284
0.262626,0.212121,-0.240520
0.272727,0.212121,-0.249748
0.282828,0.212121,-0.258968
0.292929,0.212121,-0.268179
0.303030,0.212121,-0.277378
0.313131,0.212121,-0.286565
0.323232,0.212121,-0.295737
0.333333,0.212121,-0.304893
0.343434,0.212121,-0.314031
0.353535,0.212121,-0.323149
0.363636,0.212121,-0.332244
0.373737,0.212121,-0.341313
0.383838,0.212121,-0.350356
0.393939,0.212121,-0.359368
0.404040,0.212121,-0.368347
0.414141,0.212121,-0.377289
0.424242,0.212121,-0.386193
0.434343,0.212121,-0.395053
0.444444,0.212121,-0.403868
0.454545,0.212121,-0.412633
0.464646,0.212121,-0.421344
0.474747,0.212121,-0.429997
0.484848,0.212121,-0.438588
0.494949,0.212121,-0.447113
0.505051,0.212121,-0.455566
0.515152,0.212121,-0.463943
0.525253,0.212121,-0.472240
0.535354,0.212121,-0.480450
0.545455,0.212121,-0.488568
0.555556,0.212121,-0.496589
0.565657,0.212121,-0.504507
0.575758,0.212121,-0.512315
0.585859,0.212121,-0.520007
0.595960,0.212121,-0.527576
0.606061,0.212121,-0.535016
0.616162,0.212121,-0.542320
0.626263,0.212121,-0.549480
0.636364,0.212121,-0.556488
0.646465,0.212121,-0.563337
0.656566,0.212121,-0.570018
0.666667,0.212121,-0.576523
0.676768,0.212121,-0.582843
0.686869,0.212121,-0.588970
0.696970,0.212121,-0.594894
0.707071,0.212121,-0.600605
0.717172,0.212121,-0.606094
0.727273,0.212121,-0.611349
0.737374,0.212121,-0.616362
0.747475,0.212121,-0.621120
0.757576,0.212121,-0.625614
0.767677,0.212121,-0.629830
0.777778,0.212121,-0.633758
0.787879,0.212121,-0.637384
0.797980,0.212121,-0.640697
0.808081,0.212121,-0.643684
0.818182,0.212121,-0.646331
0.828283,0.212121,-0.648625
0.838384,0.212121,-0.650551
0.848485,0.212121,-0.652094
0.858586,0.212121,-0.653241
0.868687,0.212121,-0.653975
0.878788,0.212121,-0.654281
0.888889,0.212121,-0.654143
0.898990,0.212121,-0.653543
0.909091,0.212121,-0.652465
0.919192,0.212121,-0.650891
0.929293,0.212121,-0.648803
0.939394,0.212121,-0.646182
0.949495,0.212121,-0.643009
0.959596,0.212121,-0.639265
0.969697,0.212121,-0.634929
0.979798,0.212121,-0.629980
0.989899,0.212121,-0.624398
1.000000,0.212121,-0.618159
0.000000,0.222222,0.000000
0.010101,0.222222,-0.009687
0.020202,0.222222,-0.019375
0.030303,0.222222,-0.029063
0.040404,0.222222,-0.038751
0.050505,0.222222,-0.048440
0.060606,0.222222,-0.058130
0.070707,0.222222,-0.067820
0.080808,0.222222,-0.077512
0.090909,0.222222,-0.087204
0.101010,0.222222,-0.096898
0.111111,0.222222,-0.106592
0.121212,0.222222,-0.116288
0.131313,0.222222,-0.125984
0.141414,0.222222,-0.135681
0.151515,0.222222,-0.145378
0.161616,0.222222,-0.155075
0.171717,0.222222,-0.164772
0.181818,0.222222,-0.174468
0.191919,0.222222,-0.184163
0.202020,0.222222,-0.193856
0.212121,0.222222,-0.203547
0.222222,0.222222,-0.213234
0.232323,0.222222,-0.222918
0.242424,0.222222,-0.232597
0.252525,0.222222,-0.242270
0.262626,0.222222,-0.251935
0.272727,0.222222,-0.261593
0.282828,0.222222,-0.271241
0.292929,0.222222,-0.280877
0.303030,0.222222,-0.290501
0.313131,0.222222,-0.300111
0.323232,0.222222,-0.309704
0.333333,0.222222,-0.319279
0.343434,0.222222,-0.328834
0.353535,0.222222,-0.338366
0.363636,0.222222,-0.347873
0.373737,0.222222,-0.357353
0.383838,0.222222,-0.366802
0.393939,0.222222,-0.376219
0.404040,0.222222,-0.385599
0.414141,0.222222,-0.394940
0.424242,0.222222,-0.404238
0.434343,0.222222,-0.413490
0.444444,0.222222,-0.422693
0.454545,0.222222,-0.431841
0.464646,0.222222,-0.440932
0.474747,0.222222,-0.449960
0.484848,0.222222,-0.458922
0.494949,0.222222,-0.467812
0.505051,0.222222,-0.476627
0.515152,0.222222,-0.485360
0.525253,0.222222,-0.494006
0.535354,0.222222,-0.502561
0.545455,0.222222,-0.511017
0.555556,0.222222,-0.519370
0.565657,0.222222,-0.527612
0.575758,0.222222,-0.535738
0.585859,0.222222,-0.543741
0.595960,0.222222,-0.551613
0.606061,0.222222,-0.559348
0.616162,0.222222,-0.566938
0.626263,0.222222,-0.574376
0.636364,0.222222,-0.581653
0.646465,0.222222,-0.588761
0.656566,0.222222,-0.595692
0.666667,0.222222,-0.602436
0.676768,0.222222,-0.608985
0.686869,0.222222,-0.615329
0.696970,0.222222,-0.621459
0.707071,0.222222,-0.627364
0.717172,0.222222,-0.633034
0.727273,0.222222,-0.638459
0.737374,0.222222,-0.643626
0.747475,0.222222,-0.648526
0.757576,0.222222,-0.653146
0.767677,0.222222,-0.657474
0.777778,0.222222,-0.661498
0.787879,0.222222,-0.665205
0.797980,0.222222,-0.668581
0.808081,0.222222,-0.671614
0.818182,0.222222,-0.674290
0.828283,0.222222,-0.676593
0.838384,0.222222,-0.678510
0.848485,0.222222,-0.680025
0.858586,0.222222,-0.681122
0.868687,0.222222,-0.681786
0.878788,0.222222,-0.681999
0.888889,0.222222,-0.681746
0.898990,0.222222,-0.681008
0.909091,0.222222,-0.679768
0.919192,0.222222,-0.678007
0.929293,0.222222,-0.675707
0.939394,0.222222,-0.672847
0.949495,0.222222,-0.669408
0.959596,0.222222,-0.665370
0.969697,0.222222,-0.660710
0.979798,0.222222,-0.655409
0.989899,0.222222,-0.649442
1.000000,0.222222,-0.642788
0.000000,0.232323,0.000000
0.010101,0.232323,-0.010131
0.020202,0.232323,-0.020261
0.030303,0.232323,-0.030393
0.040404,0.232323,-0.040524
0.050505,0.232323,-0.050656
0.060606,0.232323,-0.060788
0.070707,0.232323,-0.070922
0.080808,0.232323,-0.081055
0.090909,0.232323,-0.091190
0.101010,0.232323,-0.101325
0.111111,0.232323,-0.111461
0.121212,0.232323,-0.121597
0.131313,0.232323,-0.131734
0.141414,0.232323,-0.141870
0.151515,0.232323,-0.152007
0.161616,0.232323,-0.162142
0.171717,0.232323,-0.172277
0.181818,0.232323,-0.182411
0.191919,0.232323,-0.192542
0.202020,0.232323,-0.202671
0.212121,0.232323,-0.212797
0.222222,0.232323,-0.222918
0.232323,0.232323,-0.233034
0.242424,0.232323,-0.243145
0.252525,0.232323,-0.253248
0.262626,0.232323,-0.263342
0.272727,0.232323,-0.273427
0.282828,0.232323,-0.283501
0.292929,0.232323,-0.293561
0.303030,0.232323,-0.303608
0.313131,0.232323,-0.313638
0.323232,0.232323,-0.323650
0.333333,0.232323,-0.333641
0.343434,0.232323,-0.343610
0.353535,0.232323,-0.353554
0.363636,0.232323,-0.363471
0.373737,0.232323,-0.373357
0.383838,0.232323,-0.383210
0.393939,0.232323,-0.393028
0.404040,0.232323,-0.402806
0.414141,0.232323,-0.412541
0.424242,0.232323,-0.422230
0.434343,0.232323,-0.431869
0.444444,0.232323,-0.441455
0.454545,0.232323,-0.450982
0.464646,0.232323,-0.460447
0.474747,0.232323,-0.469846
0.484848,0.232323,-0.479173
0.494949,0.232323,-0.488424
0.505051,0.232323,-0.497593
0.515152,0.232323,-0.506676
0.525253,0.232323,-0.515666
0.535354,0.232323,-0.524558
0.545455,0.232323,-0.533346
0.555556,0.232323,-0.542023
0.565657,0.232323,-0.550583
0.575758,0.232323,-0.559020
0.585859,0.232323,-0.567325
0.595960,0.232323,-0.575493
0.606061,0.232323,-0.583515
0.616162,0.232323,-0.591383
0.626263,0.232323,-0.599090
0.636364,0.232323,-0.606627
0.646465,0.232323,-0.613985
0.656566,0.232323,-0.621156
0.666667,0.232323,-0.628130
0.676768,0.232323,-0.634898
0.686869,0.232323,-0.641450
0.696970,0.232323,-0.647775
0.707071,0.232323,-0.653863
0.717172,0.232323,-0.659704
0.727273,0.232323,-0.665286
0.737374,0.232323,-0.670598
0.747475,0.232323,-0.675627
0.757576,0.232323,-0.680362
0.767677,0.232323,-0.684790
0.777778,0.232323,-0.688898
0.787879,0.232323,-0.692673
0.797980,0.232323,-0.696100
0.808081,0.232323,-0.699167
0.818182,0.232323,-0.701858
0.828283,0.232323,-0.704158
0.838384,0.232323,-0.706052
0.848485,0.232323,-0.707525
0.858586,0.232323,-0.708559
0.868687,0.232323,-0.709138
0.878788,0.232323,-0.709246
0.888889,0.232323,-0.708864
0.898990,0.232323,-0.707974
0.909091,0.232323,-0.706557
0.919192,0.232323,-0.704595
0.929293,0.232323,-0.702067
0.939394,0.232323,-0.698954
0.949495,0.232323,-0.695234
0.959596,0.232323,-0.690887
0.969697,0.232323,-0.685889
0.979798,0.232323,-0.680219
0.989899,0.232323,-0.673854
1.000000,0.232323,-0.666769
0.000000,0.242424,0.000000
0.010101,0.242424,-0.010574
0.020202,0.242424,-0.021148
0.030303,0.242424,-0.031723
0.040404,0.242424,-0.042298
0.050505,0.242424,-0.052873
0.060606,0.242424,-0.063448
0.070707,0.242424,-0.074024
0.080808,0.242424,-0.084600
0.090909,0.242424,-0.095177
0.101010,0.242424,-0.105754
0.111111,0.242424,-0.116331
0.121212,0.242424,-0.126908
0.131313,0.242424,-0.137484
0.141414,0.242424,-0.148061
0.151515,0.242424,-0.158636
0.161616,0.242424,-0.169210
0.171717,0.242424,-0.179782
0.181818,0.242424,-0.190353
0.191919,0.242424,-0.200920
0.202020,0.242424,-0.211484
0.212121,0.242424,-0.222043
0.222222,0.242424,-0.232597
0.232323,0.242424,-0.243145
0.242424,0.242424,-0.253685
0.252525,0.242424,-0.264217
0.262626,0.242424,-0.274738
0.272727,0.242424,-0.285249
0.282828,0.242424,-0.295747
0.292929,0.242424,-0.306230
0.303030,0.242424,-0.316696
0.313131,0.242424,-0.327145
0.323232,0.242424,-0.337573
0.333333,0.242424,-0.347978
0.343434,0.242424,-0.358359
0.353535,0.242424,-0.368712
0.363636,0.242424,-0.379034
0.373737,0.242424,-0.389324
0.383838,0.242424,-0.399577
0.393939,0.242424,-0.409792
0.404040,0.242424,-0.419963
0.414141,0.242424,-0.430089
0.424242,0.242424,-0.440164
0.434343,0.242424,-0.450186
0.444444,0.242424,-0.460150
0.454545,0.242424,-0.470051
0.464646,0.242424,-0.479886
0.474747,0.242424,-0.489650
0.484848,0.242424,-0.499336
0.494949,0.242424,-0.508942
0.505051,0.242424,-0.518460
0.515152,0.242424,-0.527886
0.525253,0.242424,-0.537213
0.535354,0.242424,-0.546436
0.545455,0.242424,-0.555548
0.555556,0.242424,-0.564543
0.565657,0.242424,-0.573413
0.575758,0.242424,-0.582152
0.585859,0.242424,-0.590753
0.595960,0.242424,-0.599207
0.606061,0.242424,-0.607507
0.616162,0.242424,-0.615645
0.626263,0.242424,-0.623612
0.636364,0.242424,-0.631400
0.646465,0.242424,-0.638999
0.656566,0.242424,-0.646400
0.666667,0.242424,-0.653594
0.676768,0.242424,-0.660570
0.686869,0.242424,-0.667319
0.696970,0.242424,-0.673829
0.707071,0.242424,-0.680090
0.717172,0.242424,-0.686090
0.727273,0.242424,-0.691819
0.737374,0.242424,-0.697262
0.747475,0.242424,-0.702410
0.757576,0.242424,-0.707248
0.767677,0.242424,-0.711763
0.777778,0.242424,-0.715943
0.787879,0.242424,-0.719773
0.797980,0.242424,-0.723238
0.808081,0.242424,-0.726325
0.818182,0.242424,-0.729018
0.828283,0.242424,-0.731302
0.838384,0.242424,-0.733160
0.848485,0.242424,-0.734576
0.858586,0.242424,-0.735533
0.868687,0.242424,-0.736014
0.878788,0.242424,-0.736001
0.888889,0.242424,-0.735475
0.898990,0.242424,-0.734418
0.909091,0.242424,-0.732811
0.919192,0.242424,-0.730632
0.929293,0.242424,-0.727862
0.939394,0.242424,-0.724480
0.949495,0.242424,-0.720465
0.959596,0.242424,-0.715793
0.969697,0.242424,-0.710442
0.979798,0.242424,-0.704389
0.989899,0.242424,-0.697610
1.000000,0.242424,-0.690079
0.000000,0.252525,0.000000
0.010101,0.252525,-0.011018
0.020202,0.252525,-0.022036
0.030303,0.252525,-0.033054
0.040404,0.252525,-0.044072
0.050505,0.252525,-0.055090
0.060606,0.252525,-0.066109
0.070707,0.252525,-0.077127
0.080808,0.252525,-0.088146
0.090909,0.252525,-0.099165
0.101010,0.252525,-0.110183
0.111111,0.252525,-0.121201
0.121212,0.252525,-0.132219
0.131313,0.252525,-0.143235
0.141414,0.252525,-0.154251
0.151515,0.252525,-0.165265
0.161616,0.252525,-0.176277
0.171717,0.252525,-0.187286
0.181818,0.252525,-0.198292
0.191919,0.252525,-0.209295
0.202020,0.252525,-0.220292
0.212121,0.252525,-0.231284
0.222222,0.252525,-0.242270
0.232323,0.252525,-0.253248
0.242424,0.252525,-0.264217
0.252525,0.252525,-0.275176
0.262626,0.252525,-0.286123
0.272727,0.252525,-0.297057
0.282828,0.252525,-0.307977
0.292929,0.252525,-0.318880
0.303030,0.252525,-0.329765
0.313131,0.252525,-0.340629
0.323232,0.252525,-0.351471
0.333333,0.252525,-0.362287
0.343434,0.252525,-0.373076
0.353535,0.252525,-0.383835
0.363636,0.252525,-0.394560
0.373737,0.252525,-0.405250
0.383838,0.252525,-0.415900
0.393939,0.252525,-0.426507
0.404040,0.252525,-0.437069
0.414141,0.252525,-0.447580
0.424242,0.252525,-0.458037
0.434343,0.252525,-0.468437
0.444444,0.252525,-0.478774
0.454545,0.252525,-0.489045
0.464646,0.252525,-0.499243
0.474747,0.252525,-0.509366
0.484848,0.252525,-0.519407
0.494949,0.252525,-0.529360
0.505051,0.252525,-0.539221
0.515152,0.252525,-0.548983
0.525253,0.252525,-0.558641
0.535354,0.252525,-0.568188
0.545455,0.252525,-0.577617
0.555556,0.252525,-0.586921
0.565657,0.252525,-0.596094
0.575758,0.252525,-0.605128
0.585859,0.252525,-0.614015
0.595960,0.252525,-0.622747
0.606061,0.252525,-0.631317
0.616162,0.252525,-0.639715
0.626263,0.252525,-0.647933
0.636364,0.252525,-0.655962
0.646465,0.252525,-0.663792
0.656566,0.252525,-0.671414
0.666667,0.252525,-0.678817
0.676768,0.252525,-0.685991
0.686869,0.252525,-0.692926
0.696970,0.252525,-0.699610
0.707071,0.252525,-0.706032
0.717172,0.252525,-0.712180
0.727273,0.252525,-0.718043
0.737374,0.252525,-0.723607
0.747475,0.252525,-0.728859
0.757576,0.252525,-0.733788
0.767677,0.252525,-0.738378
0.777778,0.252525,-0.742616
0.787879,0.252525,-0.746488
0.797980,0.252525,-0.749979
0.808081,0.252525,-0.753072
0.818182,0.252525,-0.755754
0.828283,0.252525,-0.758006
0.838384,0.252525,-0.759814
0.848485,0.252525,-0.761160
0.858586,0.252525,-0.762025
0.868687,0.252525,-0.762393
0.878788,0.252525,-0.762245
0.888889,0.252525,-0.761561
0.898990,0.252525,-0.760322
0.909091,0.252525,-0.758508
0.919192,0.252525,-0.756098
0.929293,0.252525,-0.753071
0.939394,0.252525,-0.749405
0.949495,0.252525,-0.745078
0.959596,0.252525,-0.740066
0.969697,0.252525,-0.734347
0.979798,0.252525,-0.727895
0.989899,0.252525,-0.720686
1.000000,0.252525,-0.712694
0.000000,0.262626,0.000000
0.010101,0.262626,-0.011462
0.020202,0.262626,-0.022924
0.030303,0.262626,-0.034385
0.040404,0.262626,-0.045847
0.050505,0.262626,-0.057309
0.060606,0.262626,-0.068770
0.070707,0.262626,-0.080232
0.080808,0.262626,-0.091693
0.090909,0.262626,-0.103153
0.101010,0.262626,-0.114613
0.111111,0.262626,-0.126072
0.121212,0.262626,-0.137530
0.131313,0.262626,-0.148986
0.141414,0.262626,-0.160441
0.151515,0.262626,-0.171893
0.161616,0.262626,-0.183342
0.171717,0.262626,-0.194788
0.181818,0.262626,-0.206229
0.191919,0.262626,-0.217665
0.202020,0.262626,-0.229096
0.212121,0.262626,-0.240520
0.222222,0.262626,-0.251935
0.232323,0.262626,-0.263342
0.242424,0.262626,-0.274738
0.252525,0.262626,-0.286123
0.262626,0.262626,-0.297494
0.272727,0.262626,-0.308851
0.282828,0.262626,-0.320190
0.292929,0.262626,-0.331511
0.303030,0.262626,-0.342812
0.313131,0.262626,-0.354089
0.323232,0.262626,-0.365342
0.333333,0.262626,-0.376566
0.343434,0.262626,-0.387761
0.353535,0.262626,-0.398922
0.363636,0.262626,-0.410046
0.373737,0.262626,-0.421132
0.383838,0.262626,-0.432175
0.393939,0.262626,-0.443171
0.404040,0.262626,-0.454118
0.414141,0.262626,-0.465010
0.424242,0.262626,-0.475845
0.434343,0.262626,-0.486617
0.444444,0.262626,-0.497323
0.454545,0.262626,-0.507957
0.464646,0.262626,-0.518514
0.474747,0.262626,-0.528990
0.484848,0.262626,-0.539378
0.494949,0.262626,-0.549674
0.505051,0.262626,-0.559870
0.515152,0.262626,-0.569963
0.525253,0.262626,-0.579943
0.535354,0.262626,-0.589806
0.545455,0.262626,-0.599545
0.555556,0.262626,-0.609151
0.565657,0.262626,-0.618618
0.575758,0.262626,-0.627938
0.585859,0.262626,-0.637103
0.595960,0.262626,-0.646105
0.606061,0.262626,-0.654935
0.616162,0.262626,-0.663584
0.626263,0.262626,-0.672044
0.636364,0.262626,-0.680304
0.646465,0.262626,-0.688354
0.656566,0.262626,-0.696186
0.666667,0.262626,-0.703788
0.676768,0.262626,-0.711149
0.686869,0.262626,-0.718258
0.696970,0.262626,-0.725105
0.707071,0.262626,-0.731676
0.717172,0.262626,-0.737960
0.727273,0.262626,-0.743945
0.737374,0.262626,-0.749617
0.747475,0.262626,-0.754962
0.757576,0.262626,-0.759968
0.767677,0.262626,-0.764620
0.777778,0.262626,-0.768904
0.787879,0.262626,-0.772804
0.797980,0.262626,-0.776305
0.808081,0.262626,-0.779392
0.818182,0.262626,-0.782047
0.828283,0.262626,-0.784255
0.838384,0.262626,-0.785998
0.848485,0.262626,-0.787258
0.858586,0.262626,-0.788018
0.868687,0.262626,-0.788257
0.878788,0.262626,-0.787958
0.888889,0.262626,-0.787101
0.898990,0.262626,-0.785665
0.909091,0.262626,-0.783629
0.919192,0.262626,-0.780972
0.929293,0.262626,-0.777672
0.939394,0.262626,-0.773706
0.949495,0.262626,-0.769052
0.959596,0.262626,-0.763685
0.969697,0.262626,-0.757581
0.979798,0.262626,-0.750715
0.989899,0.262626,-0.743061
1.000000,0.262626,-0.734592
0.000000,0.272727,0.000000
0.010101,0.272727,-0.011906
0.020202,0.272727,-0.023812
0.030303,0.272727,-0.035717
0.040404,0.272727,-0.047623
0.050505,0.272727,-0.059528
0.060606,0.272727,-0.071432
0.070707,0.272727,-0.083336
0.080808,0.272727,-0.095240
0.090909,0.272727,-0.107142
0.101010,0.272727,-0.119043
0.111111,0.272727,-0.130943
0.121212,0.272727,-0.142841
0.131313,0.272727,-0.154737
0.141414,0.272727,-0.166630
0.151515,0.272727,-0.178519
0.161616,0.272727,-0.190405
0.171717,0.272727,-0.202286
0.181818,0.272727,-0.214162
0.191919,0.272727,-0.226031
0.202020,0.272727,-0.237894
0.212121,0.272727,-0.249748
0.222222,0.272727,-0.261593
0.232323,0.272727,-0.273427
0.242424,0.272727,-0.285249
0.252525,0.272727,-0.297057
0.262626,0.272727,-0.308851
0.272727,0.272727,-0.320627
0.282828,0.272727,-0.332385
0.292929,0.272727,-0.344121
0.303030,0.272727,-0.355835
0.313131,0.272727,-0.367523
0.323232,0.272727,-0.379183
0.333333,0.272727,-0.390813
0.343434,0.272727,-0.402409
0.353535,0.272727,-0.413969
0.363636,0.272727,-0.425490
0.373737,0.272727,-0.436967
0.383838,0.272727,-0.448399
0.393939,0.272727,-0.459780
0.404040,0.272727,-0.471107
0.414141,0.272727,-0.482376
0.424242,0.272727,-0.493583
0.434343,0.272727,-0.504723
0.444444,0.272727,-0.515791
0.454545,0.272727,-0.526783
0.464646,0.272727,-0.537693
0.474747,0.272727,-0.548515
0.484848,0.272727,-0.559245
0.494949,0.272727,-0.569876
0.505051,0.272727,-0.580402
0.515152,0.272727,-0.590817
0.525253,0.272727,-0.601113
0.535354,0.272727,-0.611285
0.545455,0.272727,-0.621325
0.555556,0.272727,-0.631225
0.565657,0.272727,-0.640978
0.575758,0.272727,-0.650576
0.585859,0.272727,-0.660010
0.595960,0.272727,-0.669272
0.606061,0.272727,-0.678352
0.616162,0.272727,-0.687243
0.626263,0.272727,-0.695933
0.636364,0.272727,-0.704414
0.646465,0.272727,-0.712675
0.656566,0.272727,-0.720706
0.666667,0.272727,-0.728495
0.676768,0.272727,-0.736032
0.686869,0.272727,-0.743304
0.696970,0.272727,-0.750301
0.707071,0.272727,-0.757010
0.717172,0.272727,-0.763418
0.727273,0.272727,-0.769512
0.737374,0.272727,-0.775279
0.747475,0.272727,-0.780704
0.757576,0.272727,-0.785774
0.767677,0.272727,-0.790475
0.777778,0.272727,-0.794790
0.787879,0.272727,-0.798704
0.797980,0.272727,-0.802202
0.808081,0.272727,-0.805267
0.818182,0.272727,-0.807882
0.828283,0.272727,-0.810030
0.838384,0.272727,-0.811694
0.848485,0.272727,-0.812854
0.858586,0.272727,-0.813491
0.868687,0.272727,-0.813588
0.878788,0.272727,-0.813123
0.888889,0.272727,-0.812076
0.898990,0.272727,-0.810427
0.909091,0.272727,-0.808153
0.919192,0.272727,-0.805234
0.929293,0.272727,-0.801645
0.939394,0.272727,-0.797364
0.949495,0.272727,-0.792366
0.959596,0.272727,-0.786628
0.969697,0.272727,-0.780123
0.979798,0.272727,-0.772827
0.989899,0.272727,-0.764711
1.000000,0.272727,-0.755750
0.000000,0.282828,0.000000
0.010101,0.282828,-0.012350
0.020202,0.282828,-0.024700
0.030303,0.282828,-0.037049
0.040404,0.282828,-0.049398
0.050505,0.282828,-0.061747
0.060606,0.282828,-0.074094
0.070707,0.282828,-0.086441
0.080808,0.282828,-0.098787
0.090909,0.282828,-0.111131
0.101010,0.282828,-0.123473
0.111111,0.282828,-0.135814
0.121212,0.282828,-0.148151
0.131313,0.282828,-0.160486
0.141414,0.282828,-0.172816
0.151515,0.282828,-0.185143
0.161616,0.282828,-0.197465
0.171717,0.282828,-0.209781
0.181818,0.282828,-0.222090
0.191919,0.282828,-0.234392
0.202020,0.282828,-0.246685
0.212121,0.282828,-0.258968
0.222222,0.282828,-0.271241
0.232323,0.282828,-0.283501
0.242424,0.282828,-0.295747
0.252525,0.282828,-0.307977
0.262626,0.282828,-0.320190
0.272727,0.282828,-0.332385
0.282828,0.282828,-0.344557
0.292929,0.282828,-0.356707
0.303030,0.282828,-0.368831
0.313131,0.282828,-0.380927
0.323232,0.282828,-0.392992
0.333333,0.282828,-0.405023
0.343434,0.282828,-0.417018
0.353535,0.282828,-0.428974
0.363636,0.282828,-0.440886
0.373737,0.282828,-0.452752
0.383838,0.282828,-0.464568
0.393939,0.282828,-0.476329
0.404040,0.282828,-0.488033
0.414141,0.282828,-0.499674
0.424242,0.282828,-0.511247
0.434343,0.282828,-0.522749
0.444444,0.282828,-0.534175
0.454545,0.282828,-0.545518
0.464646,0.282828,-0.556775
0.474747,0.282828,-0.567938
0.484848,0.282828,-0.579002
0.494949,0.282828,-0.589961
0.505051,0.282828,-0.600809
0.515152,0.282828,-0.611539
0.525253,0.282828,-0.622144
0.535354,0.282828,-0.632617
0.545455,0.282828,-0.642950
0.555556,0.282828,-0.653135
0.565657,0.282828,-0.663165
0.575758,0.282828,-0.673031
0.585859,0.282828,-0.682725
0.595960,0.282828,-0.692237
0.606061,0.282828,-0.701559
0.616162,0.282828,-0.710681
0.626263,0.282828,-0.719592
0.636364,0.282828,-0.728283
0.646465,0.282828,-0.736743
0.656566,0.282828,-0.744962
0.666667,0.282828,-0.752927
0.676768,0.282828,-0.760628
0.686869,0.282828,-0.768052
0.696970,0.282828,-0.775187
0.707071,0.282828,-0.782021
0.717172,0.282828,-0.788540
0.727273,0.282828,-0.794730
0.737374,0.282828,-0.800579
0.747475,0.282828,-0.806071
0.757576,0.282828,-0.811191
0.767677,0.282828,-0.815926
0.777778,0.282828,-0.820258
0.787879,0.282828,-0.824173
0.797980,0.282828,-0.827653
0.808081,0.282828,-0.830682
0.818182,0.282828,-0.833242
0.828283,0.282828,-0.835315
0.838384,0.282828,-0.836884
0.848485,0.282828,-0.837928
0.858586,0.282828,-0.838429
0.868687,0.282828,-0.838366
0.878788,0.282828,-0.837719
0.888889,0.282828,-0.836468
0.898990,0.282828,-0.834589
0.909091,0.282828,-0.832062
0.919192,0.282828,-0.828864
0.929293,0.282828,-0.824970
0.939394,0.282828,-0.820357
0.949495,0.282828,-0.815000
0.959596,0.282828,-0.808874
0.969697,0.282828,-0.801953
0.979798,0.282828,-0.794210
0.989899,0.282828,-0.785617
1.000000,0.282828,-0.776146
0.000000,0.292929,0.000000
0.010101,0.292929,-0.012794
0.020202,0.292929,-0.025588
0.030303,0.292929,-0.038381
0.040404,0.292929,-0.051174
